symbol,company,last.sale.price,market.cap,ipo.year,sector,industry
FGM,First Trust Germany AlphaDEX Fund,40.91,$137.05M,NA,NA,NA
FTGC,First Trust Global Tactical Commodity Strategy Fund,18.64,$171.55M,NA,NA,NA
FTLB,First Trust Hedged BuyWrite Income ETF,21.027,$9.46M,NA,NA,NA
HYLS,First Trust High Yield Long/Short ETF,46.92,$1.17B,NA,NA,NA
FHK,First Trust Hong Kong AlphaDEX Fund,34.72,$3.47M,NA,NA,NA
NFTY,First Trust India Nifty 50 Equal Weight ETF,34.22,$3.42M,NA,NA,NA
FTAG,First Trust Indxx Global Agriculture ETF,23.2,$4.41M,NA,NA,NA
FTRI,First Trust Indxx Global Natural Resources Income ETF,11.72,$8.2M,NA,NA,NA
LEGR,First Trust Indxx Innovative Transaction & Process ETF,27.3758,$39.69M,NA,NA,NA
FPXI,First Trust International Equity Opportunities ETF,32.34,$19.4M,NA,NA,NA
FPXE,First Trust IPOX Europe Equity Opportunities ETF,17.66,$1.77M,NA,NA,NA
FJP,First Trust Japan AlphaDEX Fund,50.54,$159.2M,NA,NA,NA
FEX,First Trust Large Cap Core AlphaDEX Fund,56.11,$1.3B,NA,NA,NA
FTC,First Trust Large Cap Growth AlphaDEX Fund,61.42,$859.88M,NA,NA,NA
RNLC,First Trust Large Cap US Equity Select ETF,20.8171,$16.65M,NA,NA,NA
FTA,First Trust Large Cap Value AlphaDEX Fund,49.85,$1.09B,NA,NA,NA
FLN,First Trust Latin America AlphaDEX Fund,20.4688,$16.38M,NA,NA,NA
LMBS,First Trust Low Duration Opportunities ETF,51.05,$2.22B,NA,NA,NA
LDSF,First Trust Low Duration Strategic Focus ETF,20.2407,$2.02M,NA,NA,NA
FMB,First Trust Managed Municipal ETF,52.81,$528.1M,NA,NA,NA
FMK,First Trust Mega Cap AlphaDEX Fund,33.67,$25.25M,NA,NA,NA
FNX,First Trust Mid Cap Core AlphaDEX Fund,64.17,$814.96M,NA,NA,NA
FNY,First Trust Mid Cap Growth AlphaDEX Fund,40.08,$208.42M,NA,NA,NA
RNMC,First Trust Mid Cap US Equity Select ETF,20.4582,$13.3M,NA,NA,NA
FNK,First Trust Mid Cap Value AlphaDEX Fund,33.9155,$52.57M,NA,NA,NA
FAD,First Trust Multi Cap Growth AlphaDEX Fund,66.48,$162.88M,NA,NA,NA
FAB,First Trust Multi Cap Value AlphaDEX Fund,52.5119,$86.64M,NA,NA,NA
MDIV,First Trust Multi-Asset Diversified Income Index Fund,17.97,$612.78M,NA,NA,NA
MCEF,First Trust Municipal CEF Income Opportunity ETF,17.7304,$8.87M,NA,NA,NA
FMHI,First Trust Municipal High Income ETF,50.1549,$35.11M,NA,NA,NA
QABA,First Trust NASDAQ ABA Community Bank Index Fund,47.86,$227.34M,NA,NA,NA
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,28.44,$31.28M,NA,NA,NA
FTXO,First Trust Nasdaq Bank ETF,25.38,$172.58M,NA,NA,NA
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,18.7578,$88.16M,NA,NA,NA
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index,42.58,$25.55M,NA,NA,NA
CIBR,First Trust NASDAQ Cybersecurity ETF,24.87,$690.14M,NA,NA,NA
FTXG,First Trust Nasdaq Food & Beverage ETF,19.18,$959038.36,NA,NA,NA
CARZ,First Trust NASDAQ Global Auto Index Fund,33.7942,$23.66M,NA,NA,NA
FTXN,First Trust Nasdaq Oil & Gas ETF,18.81,$16.93M,NA,NA,NA
FTXH,First Trust Nasdaq Pharmaceuticals ETF,20.47,$4.09M,NA,NA,NA
FTXD,First Trust Nasdaq Retail ETF,21.8733,$9.84M,NA,NA,NA
FTXL,First Trust Nasdaq Semiconductor ETF,27.6001,$20.7M,NA,NA,NA
FONE,First Trust NASDAQ Smartphone Index Fund,44.8351,$13.45M,NA,NA,NA
TDIV,First Trust NASDAQ Technology Dividend Index Fund,34.855,$864.58M,NA,NA,NA
FTXR,First Trust Nasdaq Transportation ETF,22.97,$2.3M,NA,NA,NA
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,59.22,$521.14M,NA,NA,NA
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,49.87,$84.78M,NA,NA,NA
QTEC,First Trust NASDAQ-100- Technology Index Fund,72.83,$2.04B,NA,NA,NA
AIRR,First Trust RBA American Industrial Renaissance ETF,23.9816,$122.31M,NA,NA,NA
RDVY,First Trust Rising Dividend Achievers ETF,28.87,$627.92M,NA,NA,NA
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,51.186,$40.95M,NA,NA,NA
RFDI,First Trust RiverFront Dynamic Developed International ETF,54.74,$344.86M,NA,NA,NA
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,59.09,$100.45M,NA,NA,NA
RFEU,First Trust RiverFront Dynamic Europe ETF,55.9351,$72.72M,NA,NA,NA
FID,First Trust S&P International Dividend Aristocrats ETF,16.5094,$11.56M,NA,NA,NA
FTSL,First Trust Senior Loan Fund ETF,47.09,$1.61B,NA,NA,NA
FYX,First Trust Small Cap Core AlphaDEX Fund,60.02,$576.19M,NA,NA,NA
FYC,First Trust Small Cap Growth AlphaDEX Fund,43.8957,$283.13M,NA,NA,NA
RNSC,First Trust Small Cap US Equity Select ETF,20.54,$5.14M,NA,NA,NA
FYT,First Trust Small Cap Value AlphaDEX Fund,34.7711,$60.85M,NA,NA,NA
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,19.47,$3.89M,NA,NA,NA
FKO,First Trust South Korea AlphaDEX Fund,23.3,$2.33M,NA,NA,NA
FCVT,First Trust SSI Strategic Convertible Securities ETF,29.01,$159.56M,NA,NA,NA
FDIV,First Trust Strategic Income ETF,48.44,$77.5M,NA,NA,NA
FSZ,First Trust Switzerland AlphaDEX Fund,47.28,$148.93M,NA,NA,NA
FIXD,First Trust TCW Opportunistic Fixed Income ETF,49.46,$425.36M,NA,NA,NA
TUSA,First Trust Total US Market AlphaDEX ETF,31.79,$15.9M,NA,NA,NA
FKU,First Trust United Kingdom AlphaDEX Fund,34.7809,$8.7M,NA,NA,NA
RNDV,First Trust US Equity Dividend Select ETF,20.5407,$5.14M,NA,NA,NA
FUNC,First United Corporation,17.57,$124.47M,NA,Finance,Major Banks
FUSB,"First US Bancshares, Inc.",8.02,$50.5M,NA,Finance,Major Banks
MYFW,"First Western Financial, Inc.",13.75,$109.57M,2018,Finance,Major Banks
FCFS,"FirstCash, Inc.",82.36,$3.61B,1991,Consumer Services,Other Specialty Stores
SVVC,"Firsthand Technology Value Fund, Inc.",13.33,$95.69M,NA,NA,NA
FSV,FirstService Corporation,76.38,$2.65B,NA,Finance,Real Estate
FISV,"Fiserv, Inc.",77.82,$31.01B,1986,Technology,EDP Services
FIVE,"Five Below, Inc.",122.68,$6.84B,2012,Consumer Services,Department/Specialty Retail Stores
FPRX,"Five Prime Therapeutics, Inc.",11.19,$396.86M,2013,Health Care,Major Pharmaceuticals
FVE,Five Star Senior Living Inc.,0.723,$36.56M,NA,Health Care,Hospital/Nursing Management
FIVN,"Five9, Inc.",46.87,$2.75B,2014,Technology,EDP Services
FLEX,Flex Ltd.,8.14,$4.29B,1994,Technology,Electrical Products
FLKS,"Flex Pharma, Inc.",0.33,$5.96M,2015,Health Care,Major Pharmaceuticals
FLXN,"Flexion Therapeutics, Inc.",14.58,$551.95M,2014,Health Care,Major Pharmaceuticals
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,49.19,$95.92M,NA,NA,NA
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,49.01,$26.96M,NA,NA,NA
MBSD,FlexShares Disciplined Duration MBS Index Fund,23.03,$76M,NA,NA,NA
ASET,FlexShares Real Assets Allocation Index Fund,27.05,$14.2M,NA,NA,NA
ESGG,FlexShares STOXX Global ESG Impact Index Fund,88.783,$75.47M,NA,NA,NA
ESG,FlexShares STOXX US ESG Impact Index Fund,63.35,$33.26M,NA,NA,NA
QLC,FlexShares US Quality Large Cap Index Fund,32.19,$61.16M,NA,NA,NA
FPAY,"FlexShopper, Inc.",0.8495,$14.93M,NA,Technology,Diversified Commercial Services
FPAYW,"FlexShopper, Inc.",0.23,NA,NA,Technology,Diversified Commercial Services
FLXS,"Flexsteel Industries, Inc.",24,$189.21M,NA,Consumer Durables,Home Furnishings
FLIR,"FLIR Systems, Inc.",45.39,$6.28B,1993,Capital Goods,Industrial Machinery/Components
FLNT,"Fluent, Inc.",4.56,$343.33M,NA,Consumer Services,Advertising
FLDM,Fluidigm Corporation,8.73,$425.11M,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FFIC,Flushing Financial Corporation,22.42,$627.79M,NA,Finance,Major Banks
FNCB,FNCB Bancorp Inc.,9.7,$163.15M,NA,Finance,Major Banks
FOMX,Foamix Pharmaceuticals Ltd.,3.7,$200.85M,2014,Consumer Durables,Specialty Chemicals
FOCS,Focus Financial Partners Inc.,27.36,$1.89B,2018,Finance,Investment Managers
FONR,Fonar Corporation,21.9,$142.02M,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FSCT,"ForeScout Technologies, Inc.",27.78,$1.19B,2017,Technology,Computer peripheral equipment
FRSX,Foresight Autonomous Holdings Ltd.,1.8369,$48.47M,NA,Technology,Computer Software: Prepackaged Software
FORM,"FormFactor, Inc.",13.87,$1.03B,2003,Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd.,38.7,$570.45M,NA,Technology,EDP Services
FORR,"Forrester Research, Inc.",44.98,$821.51M,1996,Consumer Services,Diversified Commercial Services
FRTA,"Forterra, Inc.",4.84,$310.76M,2016,Capital Goods,Building Materials
FTNT,"Fortinet, Inc.",70.5,$12.01B,2009,Technology,Computer peripheral equipment
FBIO,"Fortress Biotech, Inc.",1.15,$65.18M,NA,Health Care,Major Pharmaceuticals
FBIOP,"Fortress Biotech, Inc.",17.45,NA,NA,Health Care,Major Pharmaceuticals
FTSV,"Forty Seven, Inc.",14.47,$449.5M,2018,Health Care,Major Pharmaceuticals
FMCI,Forum Merger II Corporation,9.79,$251.16M,2018,Finance,Business Services
FMCIU,Forum Merger II Corporation,10.21,NA,2018,Finance,Business Services
FMCIW,Forum Merger II Corporation,0.42,NA,2018,Finance,Business Services
FWRD,Forward Air Corporation,59.09,$1.73B,NA,Transportation,Oil Refining/Marketing
FORD,"Forward Industries, Inc.",1.45,$13.82M,NA,Consumer Non-Durables,Plastic Products
FWP,Forward Pharma A/S,1.05,$49.91M,2014,Health Care,Major Pharmaceuticals
FOSL,"Fossil Group, Inc.",18,$890.2M,1993,Consumer Non-Durables,Consumer Specialties
FOXF,Fox Factory Holding Corp.,63.91,$2.43B,2013,Consumer Non-Durables,Motor Vehicles
FRAN,Francesca&#39;s Holdings Corporation,0.7332,$26.52M,2011,Consumer Services,Clothing/Shoe/Accessory Stores
FELE,"Franklin Electric Co., Inc.",46.4,$2.17B,NA,Consumer Durables,Metal Fabrications
FRED,"Fred&#39;s, Inc.",2.77,$104.39M,1992,Consumer Services,Department/Specialty Retail Stores
RAIL,"Freightcar America, Inc.",8.2,$102.19M,2005,Capital Goods,Railroads
FEIM,"Frequency Electronics, Inc.",11,$96.03M,NA,Capital Goods,Electrical Products
FRPT,"Freshpet, Inc.",38.36,$1.36B,2014,Consumer Non-Durables,Packaged Foods
FTDR,"frontdoor, inc.",28.53,$2.41B,NA,Finance,Diversified Commercial Services
FTEO,"FRONTEO, Inc.",14.83,$282.61M,2013,NA,NA
FTR,Frontier Communications Corporation,2.62,$276.54M,NA,Public Utilities,Telecommunications Equipment
FRPH,"FRP Holdings, Inc.",50.1,$504.83M,NA,Finance,Real Estate
FSBW,"FS Bancorp, Inc.",47.47,$211.84M,2012,Finance,Banks
FSBC,"FSB Bancorp, Inc.",16.56,$32.18M,NA,Finance,Savings Institutions
FTD,"FTD Companies, Inc.",2.29,$64.63M,NA,Consumer Services,Other Consumer Services
FTEK,"Fuel Tech, Inc.",1.2,$29M,NA,Capital Goods,Pollution Control Equipment
FCEL,"FuelCell Energy, Inc.",0.5575,$57.92M,NA,Miscellaneous,Industrial Machinery/Components
FLGT,"Fulgent Genetics, Inc.",3.9011,$70.49M,2016,Health Care,Medical Specialities
FORK,Fuling Global Inc.,3.6,$56.81M,2015,Consumer Non-Durables,Plastic Products
FLL,"Full House Resorts, Inc.",2.49,$67.06M,NA,Consumer Services,Hotels/Resorts
FULT,Fulton Financial Corporation,16.43,$2.89B,NA,Finance,Major Banks
FNKO,"Funko, Inc.",16.41,$793.7M,2017,Consumer Non-Durables,Recreational Products/Toys
FSNN,"Fusion Connect, Inc.",1.72,$141.23M,NA,Technology,Computer Software: Prepackaged Software
FTFT,Future FinTech Group Inc.,0.92,$28.54M,NA,Consumer Non-Durables,Packaged Foods
FFHL,"Fuwei Films (Holdings) Co., Ltd.",2.349,$7.67M,2006,Capital Goods,Specialty Chemicals
FVCB,"FVCBankcorp, Inc.",17.6,$241.04M,NA,Finance,Major Banks
WILC,"G. Willi-Food International,  Ltd.",7.5,$99.31M,NA,Consumer Non-Durables,Food Distributors
GTHX,"G1 Therapeutics, Inc.",20.13,$748.53M,2017,Health Care,Major Pharmaceuticals
FOANC,Gabelli NextShares Trust,99.96,$17.49M,NA,NA,NA
GRBIC,Gabelli NextShares Trust,99.99,$12.5M,NA,NA,NA
MOGLC,Gabelli NextShares Trust,99.96,$49.98M,NA,NA,NA
PETZC,Gabelli NextShares Trust,99.97,$12.5M,NA,NA,NA
GAIA,"Gaia, Inc.",11.21,$200.66M,1999,Consumer Services,Movies/Entertainment
GLPG,Galapagos NV,104.75,$5.71B,2015,Health Care,Major Pharmaceuticals
GALT,Galectin Therapeutics Inc.,4.75,$213.4M,NA,Health Care,Major Pharmaceuticals
GLMD,Galmed Pharmaceuticals Ltd.,8.48,$178.11M,2014,Health Care,Major Pharmaceuticals
GMDA,Gamida Cell Ltd.,10.8,$261.61M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GLPI,"Gaming and Leisure Properties, Inc.",35.55,$7.61B,NA,Consumer Services,Real Estate Investment Trusts
GPIC,Gaming Partners International Corporation,12.9501,$104.2M,NA,Consumer Non-Durables,Recreational Products/Toys
GRMN,Garmin Ltd.,67.9,$12.82B,2e3,Capital Goods,Industrial Machinery/Components
GARS,Garrison Capital Inc.,7.23,$116.04M,2013,NA,NA
GLIBA,"GCI Liberty, Inc.",43.64,$4.71B,NA,Public Utilities,Telecommunications Equipment
GLIBP,"GCI Liberty, Inc.",24.29,$871.89M,NA,Public Utilities,Telecommunications Equipment
GDS,GDS Holdings Limited,28.83,$3.39B,2016,Technology,"Computer Software: Programming, Data Processing"
GEMP,Gemphire Therapeutics Inc.,1.0059,$14.35M,2016,Health Care,Major Pharmaceuticals
GENC,Gencor Industries Inc.,12.54,$182.35M,NA,Capital Goods,Construction/Ag Equipment/Trucks
GFN,General Finance Corporation,10.92,$330.69M,NA,Technology,Diversified Commercial Services
GFNCP,General Finance Corporation,101.381,NA,NA,Technology,Diversified Commercial Services
GFNSL,General Finance Corporation,25.06,NA,NA,Technology,Diversified Commercial Services
GENE,Genetic Technologies Ltd,0.82,$13.31M,NA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNUS,"Genius Brands International, Inc.",2.63,$24.39M,NA,Consumer Services,Movies/Entertainment
GNMK,"GenMark Diagnostics, Inc.",6.01,$336.29M,2010,Health Care,Medical/Dental Instruments
GNCA,"Genocea Biosciences, Inc.",0.59,$51.11M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GHDX,"Genomic Health, Inc.",72.7,$2.63B,2005,Health Care,Medical Specialities
GNPX,"Genprex, Inc.",1.5,$22.61M,2018,Health Care,Major Pharmaceuticals
GNTX,Gentex Corporation,22.95,$6.02B,NA,Capital Goods,Auto Parts:O.E.M.
THRM,Gentherm Inc,43.84,$1.53B,NA,Capital Goods,Auto Parts:O.E.M.
GEOS,Geospace Technologies Corporation,14.99,$204.36M,NA,Capital Goods,Industrial Machinery/Components
GABC,"German American Bancorp, Inc.",31.31,$781.47M,NA,Finance,Major Banks
GERN,Geron Corporation,1.09,$203.12M,1996,Health Care,Major Pharmaceuticals
GEVO,"Gevo, Inc.",2.86,$24.71M,2011,Basic Industries,Major Chemicals
ROCK,"Gibraltar Industries, Inc.",36.53,$1.17B,1993,Capital Goods,Steel/Iron Ore
GIGM,GigaMedia Limited,2.895,$32M,NA,Technology,"Computer Software: Programming, Data Processing"
GIII,"G-III Apparel Group, LTD.",34.59,$1.71B,1989,Consumer Non-Durables,Apparel
GILT,Gilat Satellite Networks Ltd.,8.55,$468.54M,NA,Technology,Radio And Television Broadcasting And Communications Equipment
GILD,"Gilead Sciences, Inc.",69.18,$89.49B,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GBCI,"Glacier Bancorp, Inc.",43.76,$3.7B,NA,Finance,Major Banks
GLAD,Gladstone Capital Corporation,8.62,$245.71M,2001,Consumer Non-Durables,Textiles
GLADD,Gladstone Capital Corporation,24.81,NA,NA,Consumer Non-Durables,Textiles
GLADN,Gladstone Capital Corporation,25.54,NA,NA,Consumer Non-Durables,Textiles
GOOD,Gladstone Commercial Corporation,19.4,$562.36M,2003,Consumer Services,Real Estate
GOODM,Gladstone Commercial Corporation,24.67,NA,NA,Consumer Services,Real Estate
GOODO,Gladstone Commercial Corporation,25.8958,$29.78M,NA,Consumer Services,Real Estate
GOODP,Gladstone Commercial Corporation,25.77,$25.77M,NA,Consumer Services,Real Estate
GAIN,Gladstone Investment Corporation,10.59,$347.59M,2005,NA,NA
GAINL,Gladstone Investment Corporation,24.81,NA,NA,NA,NA
GAINM,Gladstone Investment Corporation,24.79,NA,NA,NA,NA
LAND,Gladstone Land Corporation,11.6,$189.56M,1993,Consumer Services,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation,25.512,NA,NA,Consumer Services,Real Estate Investment Trusts
GLBZ,Glen Burnie Bancorp,10.3,$28.99M,NA,Finance,Major Banks
GBT,"Global Blood Therapeutics, Inc.",48.87,$2.55B,2015,Health Care,Major Pharmaceuticals
ENT,Global Eagle Entertainment Inc.,2.42,$221.9M,2011,Consumer Services,Telecommunications Equipment
GBLI,Global Indemnity Limited,33.41,$475.19M,NA,Finance,Property-Casualty Insurers
GBLIL,Global Indemnity Limited,25.0659,NA,NA,Finance,Property-Casualty Insurers
GBLIZ,Global Indemnity Limited,24.94,NA,NA,Finance,Property-Casualty Insurers
SELF,"Global Self Storage, Inc.",3.96,$30.46M,NA,Consumer Services,Real Estate Investment Trusts
GWRS,"Global Water Resources, Inc.",9.66,$207.41M,2016,Public Utilities,Water Supply
DRIV,Global X Autonomous & Electric Vehicles ETF,12.695,NA,NA,NA,NA
KRMA,Global X Conscious Companies ETF,19.6659,NA,NA,NA,NA
DAX,Global X DAX Germany ETF,24.9794,$14.99M,NA,NA,NA
EBIZ,Global X E-commerce ETF,15.68,NA,NA,NA,NA
FINX,Global X FinTech ETF,24.88,NA,NA,NA,NA
AIQ,Global X Future Analytics Tech ETF,14.18,$43.25M,NA,NA,NA
BFIT,Global X Health & Wellness Thematic ETF,18.5699,NA,NA,NA,NA
SNSR,Global X Internet of Things ETF,17.68,NA,NA,NA,NA
LNGR,Global X Longevity Thematic ETF,20.65,NA,NA,NA,NA
MILN,Global X Millennials Thematic ETF,21.45,$16.09M,NA,NA,NA
CHIC,Global X MSCI China Communication Services ETF,24.34,$19.47M,NA,NA,NA
EFAS,Global X MSCI SuperDividend EAFE ETF,16.0454,NA,NA,NA,NA
QYLD,Global X NASDAQ-100 Covered Call ETF,21.92,$386.89M,NA,NA,NA
BOTZ,Global X Robotics & Artificial Intelligence ETF,18.4,NA,NA,NA,NA
CATH,Global X S&P 500 Catholic Values ETF,32.66,NA,NA,NA,NA
SOCL,Global X Social Media ETF,30.7,$127.41M,NA,NA,NA
ALTY,Global X SuperDividend Alternatives ETF,14.3,NA,NA,NA,NA
SRET,Global X SuperDividend REIT ETF,14.68,$2.94M,NA,NA,NA
YLCO,Global X YieldCo & Renewable Energy Income ETF,12.01,$3M,NA,NA,NA
GLBS,Globus Maritime Limited,3.88,$124311.32,NA,Transportation,Marine Transportation
GLUU,Glu Mobile Inc.,9.69,$1.39B,2007,Technology,EDP Services
GLYC,"GlycoMimetics, Inc.",10.81,$466.31M,2014,Health Care,Major Pharmaceuticals
GOGO,Gogo Inc.,3.94,$344.59M,2013,Consumer Services,Telecommunications Equipment
GLNG,Golar LNG Limited,23.14,$2.34B,NA,Consumer Services,Marine Transportation
GMLP,Golar LNG Partners LP,13.74,$959.75M,2011,Consumer Services,Marine Transportation
GMLPP,Golar LNG Partners LP,25.07,NA,NA,Consumer Services,Marine Transportation
DNJR,GOLDEN BULL LIMITED,7.3,$107.91M,2018,Finance,Finance: Consumer Services
GDEN,"Golden Entertainment, Inc.",20.05,$579.49M,NA,Consumer Services,Services-Misc. Amusement & Recreation
GOGL,Golden Ocean Group Limited,6.71,$964.08M,NA,Consumer Services,Marine Transportation
GBDC,"Golub Capital BDC, Inc.",18.18,$1.09B,2010,NA,NA
GTIM,Good Times Restaurants Inc.,2.37,$29.68M,NA,Consumer Services,Restaurants
GSHD,"Goosehead Insurance, Inc.",28.67,$1.04B,2018,Finance,Specialty Insurers
GPRO,"GoPro, Inc.",4.91,$736.5M,2014,Miscellaneous,Industrial Machinery/Components
GPAQ,Gordon Pointe Acquisition Corp.,10.12,$158.13M,2018,Finance,Business Services
GPAQU,Gordon Pointe Acquisition Corp.,10.38,NA,2018,Finance,Business Services
GPAQW,Gordon Pointe Acquisition Corp.,0.4,NA,2018,Finance,Business Services
GRSH,"Gores Holdings III, Inc.",9.68,$484M,2018,Finance,Business Services
GRSHU,"Gores Holdings III, Inc.",10.1304,NA,2018,Finance,Business Services
GRSHW,"Gores Holdings III, Inc.",1.2,NA,2018,Finance,Business Services
LOPE,"Grand Canyon Education, Inc.",93.5,$4.5B,2008,Consumer Services,Other Consumer Services
GRVY,"GRAVITY Co., Ltd.",43,$298.8M,2005,Miscellaneous,Business Services
GECC,Great Elm Capital Corp.,7.95,$84.69M,NA,NA,NA
GECCL,Great Elm Capital Corp.,24.8,NA,NA,NA,NA
GECCM,Great Elm Capital Corp.,24.75,NA,NA,NA,NA
GEC,"Great Elm Capital Group, Inc.",3.35,$86.79M,NA,Technology,Computer Software: Prepackaged Software
GLDD,Great Lakes Dredge & Dock Corporation,7.38,$461.1M,NA,Basic Industries,Military/Government/Technical
GSBC,"Great Southern Bancorp, Inc.",50.32,$712.45M,1989,Finance,Major Banks
GRBK,"Green Brick Partners, Inc.",8.06,$408.8M,NA,Capital Goods,Homebuilding
GPP,Green Plains Partners LP,14.32,$455.81M,2015,Basic Industries,Major Chemicals
GPRE,"Green Plains, Inc.",14.05,$581.87M,NA,Basic Industries,Major Chemicals
GCBC,"Greene County Bancorp, Inc.",30.25,$258.27M,NA,Finance,Banks
GLAC,Greenland Acquisition Corporation,9.9712,$57.65M,2018,Finance,Business Services
GLACR,Greenland Acquisition Corporation,0.38,NA,2018,Finance,Business Services
GLACU,Greenland Acquisition Corporation,10.45,NA,2018,Finance,Business Services
GLACW,Greenland Acquisition Corporation,0.16,NA,2018,Finance,Business Services
GLRE,"Greenlight Reinsurance, Ltd.",10.18,$370.41M,2007,Finance,Property-Casualty Insurers
GRNQ,Greenpro Capital Corp.,3.7,$202.45M,NA,Technology,EDP Services
GSKY,"GreenSky, Inc.",11.01,$2.05B,2018,Miscellaneous,Business Services
GSUM,Gridsum Holding Inc.,2.14,$65.97M,2016,Technology,Computer Software: Prepackaged Software
GRIF,"Griffin Industrial Realty, Inc.",32.9,$165.98M,NA,Finance,Real Estate
GRFS,"Grifols, S.A.",19.36,$13.24B,NA,Health Care,Major Pharmaceuticals
GRIN,Grindrod Shipping Holdings Ltd.,6.5,$123.91M,NA,Transportation,Marine Transportation
GRTS,"Gritstone Oncology, Inc.",15.6,$453M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
